-12.661,3.7864,-7.5915,1.959
-12.637,3.6742,-7.5856,1.9918
-12.545,3.5641,-7.5467,2.0277
-11.992,3.4814,-7.2564,2.0645
-11.397,3.4055,-6.8988,2.0962
-10.81,3.3297,-6.4936,2.1223
-10.624,3.2353,-6.2811,2.1654
-10.627,3.1551,-6.1701,2.2111
-10.644,3.0786,-6.0651,2.2581
-10.709,3.0089,-5.9913,2.3058
-11.189,3.0156,-6.2299,2.3187
-11.168,2.9386,-6.1269,2.3691
-11.292,2.8761,-6.1391,2.4141
-11.148,2.8013,-5.9334,2.4687
-11.034,2.7295,-5.7339,2.5252
-11.162,2.6747,-5.744,2.5757
-10.884,2.6137,-5.3697,2.628
-10.395,2.5794,-4.7316,2.6411
-10.278,2.5167,-4.4158,2.699
-10.089,2.4566,-3.9896,2.7472
-9.9548,2.3981,-3.586,2.7987
-9.8149,2.3417,-3.1388,2.8448
-9.9053,2.3013,-2.9501,2.9161
-9.9178,2.2539,-2.6568,2.9835
-10.073,2.2234,-2.5526,3.0628
-10.207,2.1895,-2.4322,3.1454
-10.215,2.1439,-2.1289,3.2214
-10.093,2.0969,-1.5971,3.2664
-10.181,2.0609,-1.3786,3.353
-10.205,2.0201,-1.0456,3.4318
-10.225,1.98,-0.68816,3.5095
-10.029,1.9428,0.11668,3.4831
-9.964,1.9023,0.73697,3.4955
-10.232,1.9013,0.67466,3.6063
-10.563,1.9116,0.40463,3.7214
-10.765,1.8922,0.35924,3.8451
-11.016,1.88,0.13317,3.9765
-11.248,1.8633,-0.12763,4.1148
-11.39,1.8342,-0.20783,4.2656
-11.69,1.8262,-0.83469,4.3741
-11.726,1.7902,-0.77582,4.5309
-11.638,1.7586,-0.32032,4.6543
-11.688,1.7251,-0.30191,4.8309
-11.767,1.6926,-0.45903,5.012
-11.691,1.6624,-0.088182,5.1634
-11.841,1.6374,-0.5877,5.3562
-11.981,1.6119,-1.1672,5.5531
-12.107,1.5862,-1.8136,5.7622
-12.204,1.5583,-2.4639,5.9668
-12.146,1.5328,-2.4411,6.2379
-11.984,1.5191,-1.8406,6.4796
-11.804,1.5078,-0.99574,6.6857
-11.595,1.5013,0.29702,6.7735
-11.568,1.4745,0.41166,7.0835
-11.585,1.4483,0.20725,7.4494
-11.746,1.434,-1.2243,7.7712
-11.961,1.4281,-3.5315,7.861
-11.901,1.4053,-3.8393,8.3031
-11.875,1.3814,-4.5276,8.768
-11.748,1.3663,-4.2525,9.3101
-11.495,1.3738,-2.2655,9.5763
-11.447,1.3509,-2.5693,10.197
-11.338,1.3328,-2.0099,10.835
-11.24,1.314,-1.3794,11.546
-11.231,1.2921,-2.114,12.492
-11.272,1.2717,-4.3052,13.245
-11.355,1.2549,-7.9715,13.637
-11.21,1.2436,-7.485,14.718
-11.048,1.2348,-6.1182,15.927
-10.916,1.2209,-5.2622,17.167
-10.709,1.2189,-1.6229,17.776
-10.546,1.2086,2.0395,18.2
-10.505,1.1893,2.5946,19.716
-10.53,1.1726,-0.47972,21.667
-10.493,1.154,-1.8053,23.823
-10.559,1.1423,-9.1245,26.136
-10.497,1.1251,-11.307,29.565
-10.449,1.1077,-15.663,33.01
-10.448,1.0913,-24.279,36.138
-10.289,1.0851,-23.203,41.616
-10.123,1.08,-19.852,48.011
-10.009,1.0675,-17.337,57.924
-9.9226,1.0526,-18.354,70.142
-9.8265,1.0386,-14.642,85.852
-9.8235,1.025,-24.662,125.63
-9.7544,1.0099,-35.01,161.94
-9.7234,0.99529,-69.5,223.57
-9.6094,0.98403,-78.775,365.91
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
